diabetes mellitus, non-insulin dependent|C0011860
non-insulin dependent diabetes|C0011860
diabetes mellitus, non-insulin-dependent|C0011860
maturity onset diabetes|C0011860
diabetes mellitus - adult onset|C0011860
diabetes non-insulin dependent|C0011860
diabetes mellitus non-insulin-dependent|C0011860
maturity-onset diabetes mellitus|C0011860
diabetes mellitus non insulin-dep|C0011860
maturity onset diabetes mellitus|C0011860
diabetes mellitus maturity onset|C0011860
noninsulin-dependent diabetes mellitus|C0011860
noninsulin-dependent diabetes|C0011860
noninsulin dependent diabetes mellitus|C0011860
noninsulin dependent diabetes|C0011860
diabetes mellitus type ii|C0011860
diabetes mellitus non insulin dependent|C0011860
diagnosing|C0011900
diagnoses|C0011900
diagnosed|C0011900
diagnose|C0011900
diagnosis|C0011900
diagnostic|C0011900
disease and/or syndrome present|C0012634
disease or syndrome present|C0012634
disease or disorder, non-neoplastic|C0012634
disease or disorder|C0012634
disorder|C0012634
diagnoses, syndromes, and conditions|C0012634
clinical disease or syndrome present, nos|C0012634
disease/disorder|C0012634
clinical disease or syndrome present|C0012634
diseases|C0012634
disease or syndrome present, nos|C0012634
disorder, nos|C0012634
disorders|C0012634
disease, nos|C0012634
disease|C0012634
clinical disease or syndrome, nos|C0012634
condition|C0012634
clinical disease or syndrome|C0012634
clinical disease and/or syndrome present|C0012634
other disease|C0012634
clinical disease and/or syndrome|C0012634
diseases and disorders|C0012634
mouth watering|C0013132
dribble|C0013132
dribbles|C0013132
drool|C0013132
drooling from mouth|C0013132
oversalivation|C0013132
drooled|C0013132
drooling|C0013132
dribbling|C0013132
watery mouth|C0013132
excessive salivation|C0013132
dribbling from mouth|C0013132
dry eyes syndrome|C0013238
dry eye disease|C0013238
dry eye diseases|C0013238
dry eyes|C0013238
syndrome dry eye|C0013238
dry eye syndromes|C0013238
dry eye syndrome|C0013238
keratoconjunctivitis sicca|C0013238
tear film deficiency|C0013238
dry eye|C0013238
dyspepsia|C0013395
indigestion, nos|C0013395
indigestions|C0013395
dyspepsias|C0013395
dyspepsia, nos|C0013395
indigestion|C0013395
dyspepsia/indigestion|C0013395
dyspnoea, nos|C0013404
abnormal breathing|C0013404
s.o.b|C0013404
dyspnoea nos|C0013404
breathing shortness|C0013404
respiratory difficulty|C0013404
respiration difficult|C0013404
dyspnoeas|C0013404
breathless|C0013404
respiratory difficulties|C0013404
breathlessness|C0013404
breathing difficult|C0013404
breath shortnesses|C0013404
dyspnoea|C0013404
dib - difficulty in breathing|C0013404
breathlessnesses|C0013404
breathing difficulty|C0013404
difficult to breathe|C0013404
shortness of breath|C0013404
breath shortness|C0013404
trouble breathing|C0013404
tightness of breath|C0013404
short of breath|C0013404
dyspneas|C0013404
breathing difficulties|C0013404
dyspnea|C0013404
difficulty breathing|C0013404
shortness of breath dyspnea|C0013404
sob - shortness of breath|C0013404
difficult breathing|C0013404
dyspnea nos|C0013404
dyspnea, nos|C0013404
dyspnea, unspecified|C0013404
shortness of breath/dyspnoea|C0013404
persistent depressive disorder, dysthymia|C0013415
dysthymia disorder|C0013415
disorder, dysthymic|C0013415
dysthymia, nos|C0013415
dysthymia|C0013415
dysthymic disorder|C0013415
dysthymic disorders|C0013415
ecchymosis|C0013491
ecchymosis nos|C0013491
ecchymoses|C0013491
echocardiography procedures|C0013516
us scan of heart|C0013516
echocardiographic procedures|C0013516
echocardiographic procedure|C0013516
echocardiographic procedure, nos|C0013516
echocardiogram|C0013516
echocardiography|C0013516
cardiac echo|C0013516
transthoracic echocardiography|C0013516
ultrasonic cardiography|C0013516
diagnostic ultrasound of heart|C0013516
echocardiograms|C0013516
heart ultrasound|C0013516
sound measurement|C0013516
echocardiography, nos|C0013516
us heart scan|C0013516
cardiac us scan|C0013516
echocardiography, transthoracic|C0013516
ultrasonography of heart, nos|C0013516
ultrasonography of heart|C0013516
ultrasound of heart|C0013516
heart sonography|C0013516
eczematous rash|C0013595
eczematous dermatitis, nos|C0013595
eczematoid dermatitis|C0013595
dermatitis, eczematous|C0013595
eczema|C0013595
eczematous dermatitis|C0013595
atopic dermatitis|C0013595
dermatitides, eczematous|C0013595
eczema, nos|C0013595
eczema nos|C0013595
eczemas|C0013595
dermatitis eczematoid|C0013595
eczematous skin lesions|C0013595
eczematous dermatitides|C0013595
electrocardiography|C0013798
electrocardiograph|C0013798
electrocardiograms|C0013798
electrocardiogram|C0013798
bleeds nose symptoms|C0014591
bloody nose|C0014591
epistaxis|C0014591
bleedings, nasal|C0014591
bleeds nose symptom|C0014591
nasal hemorrhage|C0014591
bleeding nose|C0014591
observation of bleeding of nose|C0014591
hemorrhage from nose|C0014591
nasal haemorrhage|C0014591
bleeding, nasal|C0014591
nosebleeds|C0014591
bleeding from nose|C0014591
nasal bleeding|C0014591
nasal bleed|C0014591
nose bleed|C0014591
nosebleed|C0014591
hemorrhage nasal|C0014591
nose bleed/epistaxis|C0014591
finding of bleeding of nose|C0014591
nasal bleedings|C0014591
haemorrhage nasal|C0014591
nose bleeding|C0014591
bleeding from the nose|C0014591
nose bleeds|C0014591
rash and other nonspecific skin eruption|C0015230
exanthemata|C0015230
exanthem|C0015230
eruption of skin|C0015230
skin rashes|C0015230
skin eruption|C0015230
cutaneous eruptions|C0015230
rash, skin|C0015230
eruption|C0015230
cutaneous eruption, nos|C0015230
breaking out - eruption|C0015230
efflorescence|C0015230
rashes|C0015230
exanthemas|C0015230
spots|C0015230
cutaneous eruption on skin|C0015230
exanthems|C0015230
rash nos|C0015230
exanthema|C0015230
skin rash|C0015230
rash, nos|C0015230
cutaneous eruption|C0015230
pain, facial|C0015468
facial pain, nos|C0015468
facial pain nos|C0015468
pain face|C0015468
ache face|C0015468
pain, face|C0015468
face ache|C0015468
faces pain|C0015468
pain facial|C0015468
of face pain|C0015468
face pain|C0015468
facial pain|C0015468
pain in face|C0015468
pain of face, nos|C0015468
pain of face|C0015468
muscle twitch|C0015644
flickering muscles|C0015644
muscle twitching|C0015644
spontaneous contraction of muscle|C0015644
fluttering muscles|C0015644
writhing muscles|C0015644
spontaneous muscle contraction|C0015644
muscle flutter|C0015644
fasciculation|C0015644
muscle fasciculation|C0015644
fasciculations, muscular|C0015644
fasciculation, muscular|C0015644
muscular fasciculation|C0015644
muscular fasciculations|C0015644
fasciculations|C0015644
pains, flank|C0016199
flank pain|C0016199
pain in the flank|C0016199
flank pains|C0016199
pain flank|C0016199
pain in flank|C0016199
pain, flank|C0016199
farting|C0016204
gaseousness|C0016204
farts|C0016204
flatulence symptom|C0016204
passage of gas by anus|C0016204
intestinal gas excretion|C0016204
excessive passing of gas|C0016204
full of wind|C0016204
winding|C0016204
flatulence|C0016204
flatus|C0016204
passing wind|C0016204
wind symptom|C0016204
passing flatus|C0016204
wind - flatus|C0016204
excessive farting|C0016204
pass wind|C0016204
gas passing|C0016204
flatus, function|C0016204
abdominal wind|C0016204
fluids|C0016286
rnax fluid therapy actions|C0016286
rnrx fluid therapy|C0016286
therapies, fluid|C0016286
therapy, fluid|C0016286
body fluid balance therapy|C0016286
fluid therapy|C0016286
fluid therapies|C0016286
fluids therapy|C0016286
skin flush|C0016382
flush face|C0016382
flush|C0016382
flushed face|C0016382
flushing facial|C0016382
sudden redness of skin|C0016382
skin flushed|C0016382
flushing face|C0016382
flushing of face|C0016382
flushing reaction|C0016382
sudden redness of skin primarily involving face|C0016382
skin flushing|C0016382
reddened skin|C0016382
flushings|C0016382
facial flushing|C0016382
flushing|C0016382
skin flushing as symptom|C0016382
face flushing|C0016382
cutaneous vascular engorgement|C0016382
facial flush|C0016382
flushes|C0016382
flushed skin|C0016382
face goes red|C0016382
face flush|C0016382
skin reddening|C0016382
flushed|C0016382
face flushed|C0016382
pain in foot|C0016512
foot pains|C0016512
hindfoot pain|C0016512
foot pain|C0016512
limb pain foot|C0016512
podalgia|C0016512
musculoskeletal foot/feet pain|C0016512
pain foot|C0016512
foot/feet pain|C0016512
hindfoot painful|C0016512
crawling|C0016579
crawling sensation of skin|C0016579
crawling sensations|C0016579
crawling sensation|C0016579
formications|C0016579
formication|C0016579
gastrointestinal haemorrhage, unspecified|C0017181
gastrointestinal haemorrhages|C0017181
gi haemorrhage, nos|C0017181
gi - gastrointestinal hemorrhage|C0017181
gastrointestinal hemorrhage, unspecified|C0017181
gastrointestinal hemorrhages|C0017181
gi bleeding|C0017181
gastrointestinal hemorrhage, nos|C0017181
gastrointestinal haemorrhage, nos|C0017181
gi haemorrhage|C0017181
gi hemorrhage|C0017181
gastrointestinal haemorrhage nos|C0017181
gi hemorrhage, nos|C0017181
gastrointestinal haemorrhage|C0017181
gastrointestinal tract bleed nos|C0017181
hemorrhage, gastrointestinal|C0017181
gi tract bleed|C0017181
gi bleeding, nos|C0017181
gi - gastrointestinal haemorrhage|C0017181
hemorrhage gastrointestinal|C0017181
gi - gastrointestinal bleed|C0017181
gi bleed|C0017181
gastrointestinal hemorrhage|C0017181
gastrointestinal tract hemorrhage|C0017181
gastrointestinal hemorrhage nos|C0017181
gastro intestinal bleed|C0017181
gastro intestinal bleeding|C0017181
gastrointestinal bleeding, nos|C0017181
gastro-intestinal tract bleed|C0017181
gih - gastrointestinal hemorrhage|C0017181
hemorrhage of gastrointestinal tract|C0017181
hemorrhage of digestive tract|C0017181
bleeding, gastrointestinal|C0017181
bleeding gastrointestinal|C0017181
gih - gastrointestinal haemorrhage|C0017181
gastrostaxis|C0017181
git - gastrointestinal tract haemorrhage|C0017181
git - gastrointestinal tract hemorrhage|C0017181
haemorrhage gastrointestinal|C0017181
haemorrhage of digestive tract|C0017181
haemorrhage of gastrointestinal tract, unspecified|C0017181
gastrointestinal bleed|C0017181
gastrointestinal bleeding|C0017181
hemorrhage of gastrointestinal tract, unspecified|C0017181
gib - gastrointestinal bleeding|C0017181
gynaecomazia|C0018418
enlarged male breast|C0018418
breast enlargement male|C0018418
gynecomastia of non-human mammary gland|C0018418
enlargement, male breast|C0018418
male breast enlargement|C0018418
enlargement breast male|C0018418
gynecomazia|C0018418
gynaecomastia|C0018418
mammary enlargement in male|C0018418
breast enlargement, male|C0018418
gynecomastia|C0018418
hypertrophy of male breast|C0018418
diseases of the heart|C0018799
cardiac diseases|C0018799
disease hearts|C0018799
heart disease|C0018799
disease disorders heart|C0018799
cardiopathy|C0018799
morbus cordis nos|C0018799
morbus cordis, nos|C0018799
heart disease, unspecified|C0018799
heart--diseases|C0018799
cardiopathy, nos|C0018799
morbus cordis|C0018799
heart disorders|C0018799
heart disease, nos|C0018799
cardiac disease|C0018799
disease or syndrome of heart|C0018799
cardiopathies|C0018799
cardiac disorder nos|C0018799
disorder of heart|C0018799
heart disorder|C0018799
disease cardiac|C0018799
cardiac disorders|C0018799
diseases and syndromes of heart|C0018799
disorder heart|C0018799
cardiac disorder|C0018799
heart disease nos|C0018799
heart diseases|C0018799
rndx cardiac|C0018799
heart disease disorder|C0018799
syndrome heart disease|C0018799
unspecified heart problem|C0018799
diseases disorders heart|C0018799
heart murmuring|C0018808
cardiac murmur, nos|C0018808
cardiac murmur nos|C0018808
cardiac murmur|C0018808
cardiac murmur, unspecified|C0018808
cardiac murmurs|C0018808
heart murmur nos|C0018808
murmur, cardiac|C0018808
heart murmur, nos|C0018808
murmur, heart|C0018808
observation of heart murmur|C0018808
murmurs, heart|C0018808
murmurs, cardiac|C0018808
murmuring|C0018808
heart murmur|C0018808
murmurs|C0018808
heart murmurs|C0018808
finding of heart murmur|C0018808
heart/arterial murmur nos|C0018808
heart murmur on auscultation|C0018808
murmur|C0018808
murmur, nos|C0018808
heartburn|C0018834
pyrosis/heartburn|C0018834
acidity|C0018834
pyrosis|C0018834
acid reflux|C0018834
pyroses|C0018834
heart burn|C0018834
heartburn symptom|C0018834
brash|C0018834
burning reflux|C0018834
haematochezia|C0018932
bloody stool|C0018932
blood bright red stools|C0018932
bloody feces|C0018932
bright red blood per rectum|C0018932
hematochezias|C0018932
bright red blood stool|C0018932
rectal bleeding bright red|C0018932
passage of bloody stools|C0018932
rectal bleeding|C0018932
hematochezia|C0018932
recurrent rectal bleeding|C0018932
bright red blood in stool|C0018932
fresh blood passed per rectum|C0018932
red blood in stool|C0018932
bright red rectal bleeding|C0018932
fresh blood stool|C0018932
blood in stool|C0018932
blood in feces|C0018932
brbpr|C0018932
fresh blood in stool|C0018932
blood in faeces|C0018932
blood fresh stools|C0018932
brbpr - bright red blood per rectum|C0018932
bright red blood with stool|C0018932
red blood in bowel movement|C0018932
hematological testing|C0018941
hematology testing|C0018941
hematologic technique|C0018941
haematology - general|C0018941
hematology tests|C0018941
blood--analysis|C0018941
blood test nos|C0018941
blood test|C0018941
hematologic tests|C0018941
hematological tests|C0018941
hematologic testing|C0018941
tests hematological|C0018941
haematology test|C0018941
hematology procedure|C0018941
tests, hematologic|C0018941
tests, blood|C0018941
hematological test|C0018941
hematology - general|C0018941
blood tests|C0018941
test, hematologic|C0018941
test, hematological|C0018941
test, blood|C0018941
hematology|C0018941
blood test procedure|C0018941
tests, hematological|C0018941
hematologic test|C0018941
hematology technique|C0018941
blood testing|C0018941
blood analysis|C0018941
hematology test|C0018941
hematoma|C0018944
haematomas|C0018944
vascular system disorders hematoma|C0018944
haematoma nos|C0018944
haematoma, nos|C0018944
hematoma nos|C0018944
hematomas|C0018944
haematoma|C0018944
hematoma, nos|C0018944
hemiparalysis|C0018991
hemiplegia|C0018991
hemiplegias|C0018991
hemiplegia, unspecified|C0018991
paralysis one side of body|C0018991
paralysis of one side of body|C0018991
hemiplegia was seen|C0018991
hemiplegia, nos|C0018991
paralysis on one side of body|C0018991
coughing up blood-streaked sputum|C0019079
spit up blood|C0019079
blood in sputum - haemoptysis|C0019079
coughing blood|C0019079
expectoration of hemorrhagic sputum|C0019079
blood spitting up|C0019079
blood coughed|C0019079
hemoptysis|C0019079
cough up blood|C0019079
blood in sputum - hemoptysis|C0019079
blood streaked sputum|C0019079
hemoptysis, unspecified|C0019079
bloody sputum|C0019079
hemoptyses|C0019079
expectoration of haemorrhagic sputum|C0019079
coughing and spitting blood|C0019079
blood spit up|C0019079
spitting up blood|C0019079
expectoration of bloody sputum|C0019079
haemoptysis|C0019079
expectoration of blood streaked sputum|C0019079
sputum bloody|C0019079
coughing up blood|C0019079
herpes lips|C0019345
cold sores lip|C0019345
fever sore|C0019345
fever sores|C0019345
herpes simplex, labial|C0019345
fever blister|C0019345
fever blisters|C0019345
lip cold sore|C0019345
lip cold sores|C0019345
cold sores|C0019345
herpes febrilis|C0019345
cold sore|C0019345
coldsore|C0019345
sore, cold|C0019345
labial herpes simplex|C0019345
blister, fever|C0019345
herpes lip|C0019345
lip herpes|C0019345
blister fever|C0019345
sores, cold|C0019345
herpes labialis|C0019345
herpes simplex labialis|C0019345
blisters, fever|C0019345
herpes on lip|C0019345
hiccoughs|C0019521
hiccoughs/hiccups|C0019521
hiccup|C0019521
hiccups were heard|C0019521
singultation|C0019521
observation of hiccoughs|C0019521
hiccough|C0019521
hiccups|C0019521
hiccoughing|C0019521
singultus|C0019521
hiccuping|C0019521
finding of hiccoughs|C0019521
singultous|C0019521
dysphonia|C0019825
hoarseness - throat symptom|C0019825
hoarse|C0019825
voice hoarseness|C0019825
hoarseness symptom|C0019825
hoarse voice|C0019825
hoarseness of voice|C0019825
croaky voice|C0019825
hoarsenesses|C0019825
hoarse voice quality|C0019825
husky voice|C0019825
hoarseness, voice|C0019825
hoarseness|C0019825
hydroxychloroquinum|C0020336
oxychloroquine|C0020336
oxychlorochin|C0020336
hidroxicloroquina|C0020336
oxichloroquine|C0020336
hydroxychlorochin|C0020336
hydroxychloroquine|C0020336
hydroxychloroquine-containing product|C0020336
oxichlorochine|C0020336
excessive eating, nos|C0020505
overeats|C0020505
polyphagia|C0020505
hyperalimentation|C0020505
polyphagias|C0020505
excessive eating|C0020505
voracious appetite|C0020505
overeating, nos|C0020505
excessive eating - polyphagia|C0020505
over eating|C0020505
overeat|C0020505
overeating|C0020505
hyperalimentation, nos|C0020505
gluttony|C0020505
extreme overeating|C0020505
excessive oral food intake|C0020505
hyperphagia|C0020505
hyperalimentation nos|C0020505
sensations, reduced|C0020580
sensation impaired|C0020580
hypoesthesias|C0020580
reduced sensation|C0020580
limited sensation|C0020580
reduced sensation of skin|C0020580
tactile hypesthesias|C0020580
sensations, impaired|C0020580
somatic sensory dysfunction|C0020580
tactile hypesthesia|C0020580
cutaneous hypoesthesia|C0020580
sensory impairment|C0020580
reduced sensations|C0020580
hypoesthesia|C0020580
hypesthesias|C0020580
decreased sensitivity|C0020580
hypesthesia, tactile|C0020580
impaired sensation|C0020580
numbness|C0020580
sensation, reduced|C0020580
hypesthesia|C0020580
impaired sensations|C0020580
tactile hypaesthesia|C0020580
hypoaesthesia|C0020580
sensation, impaired|C0020580
hypesthesias, tactile|C0020580
hypaesthesia|C0020580
decreased sensation|C0020580
propionic acid-ibuprofen|C0020740
4-isobutylhydratropic acid|C0020740
ibuprophen|C0020740
p-isobutylhydratropic acid|C0020740
ibuprofen-containing product|C0020740
ibuprofeno|C0020740
ibuprofenum|C0020740
ibuprofen pmr|C0020740
ibuprofen product|C0020740
ibuprofen|C0020740
ibuprofen products|C0020740
non-prescription ibuprofen|C0020740
ibuprofene|C0020740
boosters|C0020975
immunization, booster|C0020975
immunizations, booster|C0020975
boosters immunization|C0020975
booster|C0020975
secondary immunizations|C0020975
booster vaccination|C0020975
immunization, secondary|C0020975
secondary immunization|C0020975
booster immunisation|C0020975
booster immunization|C0020975
immunizations, secondary|C0020975
booster immunizations|C0020975
booster shot|C0020975
immunosuppressive agent, nos|C0021081
immunosuppressant|C0021081
immune suppressants|C0021081
immune suppressant|C0021081
immunosuppressive agent|C0021081
immunosuppressant agent, nos|C0021081
immunosuppressant agent|C0021081
agent, immunosuppressive|C0021081
immunosuppressive agents|C0021081
immunosuppressants|C0021081
agents, immunosuppressive|C0021081
immunosuppressives|C0021081
immunosuppressant agents|C0021081
immunosuppressive|C0021081
inflammatory reaction, nos|C0021368
inflammatory reaction|C0021368
inflammatory finding|C0021368
inflammations|C0021368
inflammation|C0021368
inflammation nos|C0021368
inflammation, nos|C0021368
influenza nos|C0021400
influenza|C0021400
influenza in human|C0021400
grippe|C0021400
influenzas|C0021400
influenza in humans|C0021400
human flu|C0021400
syndrome flu|C0021400
influenza, human|C0021400
influenza, nos|C0021400
human influenza|C0021400
flu, human|C0021400
influenzas, human|C0021400
flu syndrome|C0021400
human influenzas|C0021400
intravenous infusion procedures|C0021440
infusion intravenous|C0021440
intravenous administration|C0021440
intravenous infusion, nos|C0021440
parenteral infusion|C0021440
parenteral infusion procedure|C0021440
infusion, intravenous|C0021440
ivi - intravenous infusion|C0021440
infusions, intravenous|C0021440
iv infusion|C0021440
vein infusion|C0021440
intravenous infusions|C0021440
iv - intravenous infusion|C0021440
ivi - intavenous infusion|C0021440
intravenous infusion|C0021440
administration intravenous|C0021440
irritable symptom|C0022107
irritable mood|C0022107
irritable moods|C0022107
mood irritable|C0022107
fussiness|C0022107
feeling irritated|C0022107
mood, irritable|C0022107
irritable|C0022107
moods, irritable|C0022107
feeling irritable|C0022107
irritability|C0022107
irritibility|C0022107
eyes itchy|C0022281
itching eyes|C0022281
itchy eye|C0022281
eye itch|C0022281
eye itching|C0022281
eyes itch|C0022281
eyes itching|C0022281
itching of eye|C0022281
ocular itching|C0022281
itchy eyes|C0022281
eye pruritus|C0022281
ocular pruritus|C0022281
pruritus of eye|C0022281
itching eye|C0022281
ocular itch|C0022281
ivermectin-containing product|C0022322
ivermectinum|C0022322
ivermectine|C0022322
ivermectin|C0022322
ivermectina|C0022322
jaundice|C0022346
icterus, nos|C0022346
icterus nos|C0022346
yellowing of the skin|C0022346
jaundice, nos|C0022346
icterus|C0022346
yellow skin|C0022346
jaundiced|C0022346
jaundice nos|C0022346
unspecified jaundice|C0022346
icteric|C0022346
kcs - keratoconjunctivitis sicca|C0022575
sicca, keratoconjunctivitis|C0022575
keratoconjunctivitis sicca|C0022575
kerato conjunctivitis sicca|C0022575
dry eyes|C0022575
acute renal failures|C0022660
acute kidney failure|C0022660
acute renal shutdown|C0022660
acute renal insufficiency|C0022660
aki - acute kidney injury|C0022660
acute renal failure, unspecified|C0022660
renal shutdown acute|C0022660
acute renal failure syndrome, nos|C0022660
acute renal failure syndrome|C0022660
arf - acute renal failure|C0022660
syndrome acute renal failure|C0022660
renal failure, acute|C0022660
acute renal failure|C0022660
renal failure acute|C0022660
acute failure renal|C0022660
kidney failures, acute|C0022660
kidney failure, acute|C0022660
acute and unspecified renal failure|C0022660
failure kidney acute|C0022660
kidney, failure, acute|C0022660
failure acute renal|C0022660
kidney failure acute|C0022660
renal failures, acute|C0022660
acute kidney failures|C0022660
acute kidney injury|C0022660
acute kidney failure, unspecified|C0022660
acute failure kidney|C0022660
renal insufficiency, acute|C0022660
general laboratory procedure, nos|C0022885
general laboratory procedure|C0022885
tests|C0022885
laboratory procedures|C0022885
labs test|C0022885
laboratory procedures and services|C0022885
laboratory procedures -general|C0022885
general laboratory procedures|C0022885
lab test|C0022885
labs testing|C0022885
laboratory test, nos|C0022885
laboratory procedure|C0022885
laboratory testing|C0022885
laboratory tests|C0022885
laboratory test|C0022885
lab tests|C0022885
lab testing|C0022885
general laboratory procedures and services|C0022885
musculoskeletal leg pain|C0023222
leg pain, nos|C0023222
hindlimb pain|C0023222
hindlimb painful|C0023222
pain legs|C0023222
pain in leg|C0023222
leg pain|C0023222
pain in unspecified lower leg|C0023222
pain in lower limb nos|C0023222
pains in legs|C0023222
limb pain leg|C0023222
lower leg pain|C0023222
pain in lower limb|C0023222
lower limb pain|C0023222
lower extremity pain musculoskeletal|C0023222
lethargy|C0023380
demonstrated behavior lethargy|C0023380
stuporous|C0023380
listless|C0023380
lethargy was observed|C0023380
lethargic|C0023380
demonstrates lethargy|C0023380
torpid|C0023380
diseases, liver|C0023895
liver diseases|C0023895
liver disorders|C0023895
disease of liver, nos|C0023895
diseases of the liver|C0023895
liver disorder|C0023895
liver disease|C0023895
liver disease, unspecified|C0023895
liver disease, nos|C0023895
disorder of liver|C0023895
diseases of liver|C0023895
liver disease nos|C0023895
fector hepaticus|C0023895
hepatic disorders|C0023895
disease of liver|C0023895
disorder hepatic|C0023895
hepatic disease nos|C0023895
disease, liver|C0023895
hepatic disease|C0023895
hepatic disorder nos|C0023895
hepatocellular disease|C0023895
liver--diseases|C0023895
hepatic disorder|C0023895
liver diseases of|C0023895
disease hepatocellular|C0023895
unspecified disorder of liver|C0023895
hepatic diseases|C0023895
disorder liver|C0023895
liver and intrahepatic bile duct disorder|C0023895
hepatopathy|C0023895
ld - liver disease|C0023895
pains, low back|C0024031
back pain lower back|C0024031
low back pains|C0024031
pain, lower back|C0024031
low back pain|C0024031
back pain, low|C0024031
low backaches|C0024031
back pains, low|C0024031
backache lower|C0024031
back ache, low|C0024031
low backache|C0024031
low back derangement syndrome|C0024031
lower back pain|C0024031
back aches, low|C0024031
low back ache|C0024031
low back syndrome|C0024031
low back aches|C0024031
back pain lumbar|C0024031
back pain, lower|C0024031
lumbago syndrome|C0024031
dorsopathy low back pain|C0024031
lumbar back pain|C0024031
ache, low back|C0024031
lower back pains|C0024031
aches, low back|C0024031
lumbago nos|C0024031
lumbago|C0024031
pain, low back|C0024031
lumbalgia|C0024031
nonspecific pain in the lumbar region|C0024031
lbp - low back pain|C0024031
backache, low|C0024031
backaches, low|C0024031
pains, lower back|C0024031
lower backache|C0024031
lumbar pain|C0024031
back pains, lower|C0024031
lumbar pains|C0024031
breast nodules|C0024103
breast lump nos|C0024103
unspecified lump in breast|C0024103
breast nodule|C0024103
lump or mass in breast|C0024103
breast irregular nodularity|C0024103
lump in breast|C0024103
breast masses|C0024103
breast lump|C0024103
breast lump or mass|C0024103
breast mass nos|C0024103
mammary gland mass|C0024103
lump or mass of breast|C0024103
breast mass|C0024103
breasts lumps|C0024103
nodule breast|C0024103
lumpy breasts|C0024103
lumpy breast|C0024103
breast mass or lump|C0024103
breast lumps|C0024103
breast lumpy|C0024103
mass in breast|C0024103
disease, lung|C0024115
lung disorders|C0024115
lung disorder nos|C0024115
lung disorder|C0024115
lung diseases|C0024115
disorders lung|C0024115
pneumopathy|C0024115
lungs--diseases|C0024115
lung disorder, nos|C0024115
diseases of the lung|C0024115
disorders pulmonary|C0024115
pulmonary disorders|C0024115
lung disease nos|C0024115
pulmonary disorder|C0024115
disease, pulmonary|C0024115
pulmonary disease, nos|C0024115
pulmonary disease|C0024115
diseases lungs|C0024115
diseases, lung|C0024115
lung disease|C0024115
diseases, pulmonary|C0024115
disorder pulmonary|C0024115
disease of lung|C0024115
disease of lung, nos|C0024115
disorder lung|C0024115
disorder of lung|C0024115
diseases pulmonary|C0024115
pulmonary diseases|C0024115
malaise and fatigue|C0024528
fatigue malaise|C0024528
malaise fatigue|C0024528
face masks|C0024861
masks|C0024861
black stools|C0025222
melenas|C0025222
stool tarry|C0025222
melena/black tarry stools|C0025222
stool black|C0025222
altered blood passed per rectum|C0025222
altered blood in stool|C0025222
black stool|C0025222
stool color black|C0025222
tarry stool|C0025222
dark stools|C0025222
melaena|C0025222
black, tarry stool|C0025222
tarry stools|C0025222
melena|C0025222
heavy period|C0025323
bleeding menstrual heavy|C0025323
menstrual flow excessive|C0025323
hypermenorrhea|C0025323
menstruation excessive|C0025323
prolonged heavy periods|C0025323
heavy prolonged periods|C0025323
menstrual bleeding, heavy|C0025323
heavy periods|C0025323
menstruation increased|C0025323
heavy periods nos|C0025323
heavy menstrual bleeding|C0025323
hypermenorrhoea|C0025323
menorrhagia|C0025323
abnormally heavy periods|C0025323
excessive menstrual flow|C0025323
menorrhagia nos|C0025323
excessive bleeding during period|C0025323
abnormally heavy bleeding during menstruation|C0025323
heavy menstruation|C0025323
excessive menstruation|C0025323
heavy menstrual periods|C0025323
flooding during periods|C0025323
heavy menstrual period|C0025323
excessive menses|C0025323
menses regular with excessive bleeding|C0025323
excessive menstrual bleeding|C0025323
profuse menstrual flow|C0025323
period spotting|C0025874
break-through bleeding|C0025874
spotting periods|C0025874
duh - dysfunctional uterine hemorrhage|C0025874
mid-cycle bleeding|C0025874
uterine bleeding, dysfunctional|C0025874
bleeding unrelated to menstrual cycle|C0025874
bleeding breakthrough|C0025874
uterine dysfunctional bleeding|C0025874
spotting|C0025874
uterine bleeding dysfunctional|C0025874
dub - dysfunctional uterine bleeding|C0025874
bleeding, breakthrough|C0025874
bleeding dub dysfunctional uterine|C0025874
periods spotting|C0025874
imb - intermenstrual bleeding|C0025874
bleeding dysfunctional uterine|C0025874
duh - dysfunctional uterine haemorrhage|C0025874
abnormal uterus bleeding|C0025874
dysfunctional uterine haemorrhage|C0025874
bleed period|C0025874
irregular intermenstrual bleeding|C0025874
dysfunctional uterine bleed|C0025874
dysfunctional uterine bleeding|C0025874
breakthrough bleeding|C0025874
intermenstrual bleeding|C0025874
spotting between periods|C0025874
menstrual spotting|C0025874
bleeding period|C0025874
intermenstrual bleeding - irregular|C0025874
periods bleeding|C0025874
bleeding between periods|C0025874
bleeding periods|C0025874
spotting between menses|C0025874
metrorrhagia|C0025874
bleeding intermenstrual|C0025874
dysfunctional uterine bleedings|C0025874
dysfunctional uterine hemorrhage|C0025874
muscle cramp, nos|C0026821
cramps, muscular|C0026821
cramp in muscle|C0026821
spasm|C0026821
cramping|C0026821
muscular cramp|C0026821
cramps muscles|C0026821
cramps|C0026821
cramp in muscle, nos|C0026821
cramping muscles|C0026821
muscular cramps|C0026821
muscle cramp|C0026821
cramp, nos|C0026821
cramp, muscular|C0026821
muscle cramping|C0026821
cramp, muscle|C0026821
cramp|C0026821
cramp muscles|C0026821
muscles cramps|C0026821
cramp muscle|C0026821
muscle cramps|C0026821
cramps, muscle|C0026821
spasticity, muscle|C0026838
